city_id,label_old,country2,lng,lat,wiki_title,wikidata_id,year,population,religion,distance_from_london
417,Osnabruck,Germany,52.27888889,8.043055556,Osnabrück,Q2916,NA,NA,both,350.3774333
419,Ober-Ingelheim,Germany,49.9634,8.05942,Ober-Ingelheim,Q2008825,NA,NA,both,357.147752
422,Oldemburgh,Germany,53.14388889,8.213888889,Oldenburg,Q2936,NA,NA,both,372.8068117
472,Biberach,Germany,48.09805556,9.788611111,Biberach an der Riss,Q16069,NA,NA,both,479.546541
497,Ottingen,Germany,48.95,10.58333333,Oettingen in Bayern,Q556312,NA,NA,both,488.3128647
503,Augsburg,Germany,48.37166667,10.89833333,Augsburg,Q2749,NA,21000,both,516.5387482
506,Halberstat,Germany,51.89583333,11.04666667,Halberstadt,Q7072,NA,NA,both,474.6002311
507,Ebersdorf,Czech Republic,49.42783697,15.55937544,Hybrálec,Q25845,NA,NA,both,483.9562092
2,Dorr,France,42.48472222,1.938888889,Dorres,Q1093077,NA,NA,catholic,767.7867343
9,Lisbon,Portugal,38.71666667,-9.166666667,Lisbon,Q597,1650,170000,catholic,963.8365923
10,Galway,Ireland,53.2729,-9.0418,Galway,Q129610,NA,NA,catholic,418.7819771
11,Tines,Norway,NA,NA,TineStafetten,Q19392555,NA,NA,catholic,695.8847736
12,Viana,Spain,42.5151135,-2.3717803,Viana,Q907241,NA,NA,catholic,774.2836849
13,Bunratty,Ireland,52.7,-8.81666667,Bunratty,Q4997899,NA,NA,catholic,398.9686883
14,Mallow,Ireland,52.131,-8.6415,Mallow,Q922247,NA,NA,catholic,384.9387399
15,Limerick,Ireland,52.6653,-8.6238,Limerick,Q133315,1659,3105,catholic,390.7760788
16,Kinsale,Ireland,51.7075,-8.5305556,Kinsale,Q840681,NA,NA,catholic,376.6875749
18,Cork,Ireland,51.9,-8.473055556,Cork,Q36647,1659,4826,catholic,375.5749442
19,Tipperary,Ireland,52.474416,-8.161983,Tipperary,Q680220,NA,NA,catholic,368.5568213
20,Athlone,Ireland,53.42361111,-7.9425,Athlone,Q369911,NA,NA,catholic,379.6947636
21,Cahir,Ireland,52.375,-7.925,Cahir,Q516951,NA,NA,catholic,357.5172278
22,Cashel,Ireland,52.516717,-7.889428,Cashel,Q1002183,NA,NA,catholic,358.0026586
24,Thurles,Ireland,52.67888,-7.814369,Thurles,Q383188,NA,NA,catholic,357.668655
25,Enniskillen,United Kingdom,54.345306,-7.634061,Enniskillen,Q990109,NA,NA,catholic,397.0533857
26,Dungarvan,Ireland,52.0845,-7.6397,Dungarvan,Q581790,NA,NA,catholic,341.1701313
27,Waterford,Ireland,52.2583,-7.119,Waterford,Q183551,NA,NA,catholic,340.666057
28,Carrick-On-Suir,Ireland,52.346509,-7.411995,Carrick-on-Suir,Q1003187,NA,NA,catholic,335.678722
29,Cavan,Ireland,53.991019,-7.360067,Cavan,Q215361,NA,NA,catholic,375.0693989
31,Kilkenny,Ireland,52.6477,-7.2561,Kilkenny,Q109092,NA,4000,catholic,334.4118413
32,Elvas,Portugal,38.88,-7.162777778,Elvas,Q243849,NA,NA,catholic,912.5494263
33,Carlow,Germany,53.76666667,10.91666667,"Carlow, Germany",Q2054659,NA,NA,catholic,325.5714316
34,Athboy,Ireland,53.616667,-6.916667,Athboy,Q754964,NA,NA,catholic,346.9555778
35,Kildare,Ireland,53.156859,-6.909027,Kildare,Q917865,NA,NA,catholic,332.6769198
36,"Allen, Kildare",Ireland,53.235756,-6.857887,"Allen, County Kildare",Q3775817,NA,NA,catholic,332.9643129
37,Trim,Ireland,53.552241,-6.793413,Trim,Q1012496,NA,NA,catholic,340.0688335
38,"Binares, Spain",Chile,-35.8454,-71.5979,Linares,Q14494,NA,NA,catholic,1005.622674
42,Drogheda,Ireland,53.713889,-6.350278,Drogheda,Q207223,NA,NA,catholic,330.0276394
44,Cadiz,Spain,36.51666667,-6.283333333,Cádiz,Q15682,1694,31000,catholic,1052.065292
45,Rathfarnham,Ireland,53.29877778,-6.285447222,Rathfarnham,Q1317787,NA,NA,catholic,312.9997957
47,Scilly,United Kingdom,49.922,-6.296,"Rocky Hill, Isles of Scilly",Q7355801,NA,NA,catholic,292.439982
48,Dublin,Ireland,53.3425,-6.265833333,Dublin,Q1761,1682,64483,catholic,313.6011414
51,Seville,Spain,37.38333333,-5.983333333,Seville,Q8717,1644,120000,catholic,990.7895219
65,Malaga,Spain,36.71666667,-4.416666667,Malaga,Q8851,NA,NA,catholic,1015.175978
81,Madrid,Spain,40.41888889,-3.691944444,Madrid,Q2807,1650,125000,catholic,757.3863146
95,"Auray, Brittany",France,47.66527778,-2.97722222,Saint-Goustan,Q3398401,NA,NA,catholic,273.1537481
147,Saint-Malo,France,48.64722222,-2.008888889,Saint-Malo,Q163108,NA,NA,catholic,192.0932067
163,Rennes,France,48.11416667,-1.680833333,Rennes,Q647,NA,22000,catholic,219.4761098
167,"Brix, Manche",France,49.54527778,-1.578888889,Brix,Q681382,NA,NA,catholic,128.8973097
170,Nantes,France,47.21722222,-1.553888889,Nantes,Q12191,NA,40000,catholic,276.0200676
195,La Rochelle,France,46.15944444,-1.151388889,La Rochelle,Q82185,NA,NA,catholic,343.4640277
202,Cartagena,Chile,-33.55,-71.6,Cartagena,Q3738,1694,12000,catholic,930.3334581
221,Bordeaux,France,44.83777778,-0.579444444,Bordeaux,Q1479,1628,36000,catholic,431.0385302
222,Angers,France,47.47277778,-0.555555556,Angers,Q38380,1657,28000,catholic,249.7652035
223,Conde,France,50.44916667,3.590555556,Condé-sur-l'Escaut,Q494533,NA,NA,catholic,155.3738767
226,Tabarca,Tunisia,36.955,8.755,Tabarka,Q986213,NA,NA,catholic,890.6180453
227,Alicante,Spain,38.34527778,-0.483055556,Alicante,Q11959,NA,NA,catholic,878.3637057
230,Valencia,Philippines,7.9,125.0833333,Valencia,Q2158,1609,61000,catholic,800.6585309
231,Caen,France,49.18222222,-0.370555556,Caen,Q41185,1697,35000,catholic,131.2658582
237,Cadillac,France,44.63611111,-0.318611111,Cadillac,Q333571,NA,NA,catholic,444.090231
249,"Denia, Spain",Spain,38.84027778,0.108611111,Dénia,Q646725,NA,NA,catholic,843.4565817
255,Lisieux,France,49.14555556,0.225555556,Lisieux,Q188743,NA,NA,catholic,132.1629203
258,Romagno,Italy,46.19499,12.90967,Romagnoi,Q18449050,NA,NA,catholic,330.8913423
259,Gorgue,France,50.63833333,2.714166667,La Gorgue,Q631169,NA,NA,catholic,507.9072342
263,Vinaros,Spain,40.46666667,0.466666667,Vinaròs,Q917888,NA,NA,catholic,731.3091306
266,Flix,Spain,41.231043,0.550137,Flix,Q548045,NA,NA,catholic,679.1965995
269,Lleida,Spain,41.61666667,0.633333333,Lleida,Q15090,NA,NA,catholic,652.6262866
273,Les Borges Blanques,Spain,41.51944444,0.868333333,Les Borges Blanques,Q928006,NA,NA,catholic,659.7066021
274,Limeuil,France,44.88527778,0.888888889,Limeuil,Q473001,NA,NA,catholic,428.0250782
276,Dieppe,France,49.92166667,1.077777778,Dieppe,Q183557,NA,15000,catholic,88.67582809
277,Rouen,France,49.44305556,1.1025,Rouen,Q30974,1650,81000,catholic,119.626806
279,Verdu,France,49.15972222,5.382777778,Verdun,Q154748,NA,NA,catholic,654.1584049
282,Tarragona,Spain,41.11868,1.24532,Tarragona,Q15088,NA,NA,catholic,688.6689135
283,Cervera,Spain,41.6657,1.271001,Cervera,Q847011,NA,NA,catholic,650.5785861
284,"Cervera, Catalonia",Spain,41.6657,1.271001,Cervera,Q847011,NA,NA,catholic,650.5785861
291,Tolouse,France,43.60444444,1.443888889,Toulouse,Q7880,NA,42000,catholic,518.4793947
294,Uzerche,France,45.42472222,1.563333333,Uzerche,Q201906,NA,NA,catholic,394.6733573
297,Calais,France,50.9475,1.855555556,Calais,Q6454,NA,NA,catholic,75.6135505
298,Crecy-en-Ponthieu,France,50.25222222,1.883055556,Crécy-en-Ponthieu,Q61765,NA,NA,catholic,95.11385824
299,Orleans,France,47.90222222,1.904166667,Orléans,Q6548,1644,24000,catholic,232.3027431
300,Ardres,France,50.85472222,1.9775,Ardres,Q262456,NA,NA,catholic,82.0294334
301,Beauvais,France,49.43416667,2.0875,Beauvais,Q174257,NA,NA,catholic,142.006274
303,Barcelona,Spain,41.3825,2.176944444,Barcelona,Q1492,1650,59000,catholic,674.917253
304,Bourbourg,France,50.94638889,2.197777778,Bourbourg,Q632822,NA,NA,catholic,90.50419559
305,Saint-Omer,France,50.74833333,2.260833333,Saint-Omer,Q208793,NA,NA,catholic,95.14310412
306,Amiens,France,49.89194444,2.297777778,Amiens,Q41604,1698,32000,catholic,124.8178802
307,Fort-Mardyck,France,51.031,2.3061,Fort-Mardyck,Q601863,NA,NA,catholic,94.87273746
308,Litz,France,49.41638889,2.331666667,Litz,Q832080,NA,NA,catholic,149.7369924
310,Paris,France,48.85694444,2.351388889,Paris,Q90,1650,455000,catholic,181.2717989
311,Doullens,France,50.15666667,2.340277778,Doullens,Q69055,NA,NA,catholic,115.622236
312,Dunkirk,France,51.03777778,2.376388889,Dunkirk,Q45797,NA,NA,catholic,98.00495578
313,Bergues,France,50.96861111,2.434166667,Bergues,Q244934,NA,NA,catholic,100.6861096
314,Veurne,Belgium,51.0722,2.6622,Veurne,Q506707,NA,NA,catholic,110.3746654
316,Triers,Germany,49.75666667,6.641388889,Trier,Q3138,NA,NA,catholic,350.5241731
317,Fontainebleau,France,48.40888889,2.701666667,Fontainebleau,Q182872,NA,NA,catholic,216.4867812
318,Arras,France,50.28916667,2.78,Arras,Q131329,NA,13000,catholic,127.9212845
319,La Bassee,France,50.53361111,2.807222222,La Bassée,Q375776,NA,NA,catholic,122.7605732
320,Girona,Spain,41.98333333,2.816666667,Girona,Q7038,NA,NA,catholic,639.8189662
321,Compiegne,France,49.41416667,2.822222222,Compiègne,Q180871,NA,NA,catholic,164.7311609
322,Diksmuide,Belgium,51.03333333,2.866666667,Diksmuide,Q215244,NA,NA,catholic,119.3153925
323,Dixmude,Belgium,51.03333333,2.866666667,Diksmuide,Q215244,NA,NA,catholic,119.3153925
324,Lere,Mali,15.711667,-4.911667,Léré,Q540215,NA,NA,catholic,277.0547051
326,Armentieres,France,50.68722222,2.880277778,Armentières,Q193925,NA,NA,catholic,123.1349537
327,Perpignan,France,42.6975,2.894722222,Perpignan,Q6730,NA,NA,catholic,591.9238659
328,Ypres,Belgium,50.85,2.883333333,Ypres,Q102728,1699,11900,catholic,121.3380526
329,Ostend,Belgium,51.23333333,2.933333333,Ostend,Q12996,NA,NA,catholic,121.6823212
330,Peronne,France,49.93222222,2.936388889,Péronne,Q217768,NA,NA,catholic,146.2728646
331,"Calas, Mallorca",Spain,39.60527778,3.386111111,Cala Millor,Q990061,NA,NA,catholic,802.0486965
332,Noyon,France,49.58111111,2.998888889,Noyon,Q49831,NA,NA,catholic,162.9310931
333,Narbonne,France,43.18472222,3.003611111,Narbonne,Q6555,1698,8000,catholic,560.1390975
334,Lille,France,50.63194444,3.0575,Lille,Q648,1669,64000,catholic,132.0813811
336,Arleux,France,50.28027778,3.106388889,Arleux,Q61573,NA,NA,catholic,141.2827193
339,Bruges,Belgium,51.20944444,3.22,Bruges,Q12994,NA,34000,catholic,135.0821598
340,Cambray,France,50.17583333,3.234722222,Cambrai,Q181285,NA,NA,catholic,149.5905295
341,Kortrijk,Belgium,50.83333333,3.266666667,Kortrijk,Q12995,NA,NA,catholic,137.9145878
342,Saint-Quentin,France,49.84777778,3.285555556,Saint-Quentin,Q182744,NA,NA,catholic,162.5800391
343,Lemgoe,Germany,52.028327,8.901232,Lippische Strohsemmel,Q1827530,NA,NA,catholic,384.1449291
346,Agde,France,43.31,3.475277778,Agde,Q191396,NA,NA,catholic,557.4035279
348,Auxerre,France,47.7975,3.566944444,Auxerre,Q167600,NA,NA,catholic,273.5392296
349,Renel,Italy,43.33293,11.8956,Renello,Q18485935,NA,NA,catholic,157.4331443
350,Laon,France,49.56333333,3.623611111,Laon,Q167141,NA,NA,catholic,185.8169952
351,Guise,France,49.90027778,3.6275,Guise,Q271093,NA,NA,catholic,173.8461725
352,Ghent,Belgium,51.05,3.716666667,Ghent,Q1296,NA,NA,catholic,156.8544332
353,Brin,Italy,45.8882649,8.7901268,Brinzio,Q39519,NA,NA,catholic,494.9827195
354,Reims,France,49.26527778,4.028611111,Reims,Q41876,1615,21000,catholic,213.823739
360,Brussels,Belgium,50.84666667,4.3525,Brussels,Q239,NA,69000,catholic,185.1880475
362,Antwerp,Belgium,51.21777778,4.400277778,Antwerp,Q12892,1645,56948,catholic,186.009381
369,Mezieres,France,49.76,4.719444444,Charleville-Mézières,Q47383,NA,NA,catholic,221.6863225
370,Avignon,France,43.94861111,4.808333333,Avignon,Q6397,1616,23000,catholic,537.1406075
372,Lyon,France,45.75888889,4.841388889,Lyon,Q456,1650,80000,catholic,424.9679093
373,Namur,Belgium,50.46666667,4.866666667,Namur,Q134121,NA,NA,catholic,211.5003853
375,Dijon,France,47.32305556,5.041944444,Dijon,Q7003,1602,30000,catholic,340.4533162
377,Marseille,France,43.29666667,5.376388889,Marseille,Q23482,1660,52000,catholic,590.1051352
378,Marseilles,France,43.29666667,5.376388889,Marseille,Q23482,NA,66000,catholic,590.1051352
379,Liege,Belgium,50.62499306,5.590731389,Liège,Q3992,1650,33000,catholic,239.8878463
380,Longui,Germany,49.80805556,6.77,Longuich,Q569606,NA,NA,catholic,240.1114964
381,Estaire,Canada,46.3106,-80.7953,"Estaire, Ontario",Q1369696,NA,NA,catholic,242.2194319
384,Bellegarde-sur-Valserine,France,46.1075,5.825833333,Bellegarde-sur-Valserine,Q191475,NA,NA,catholic,430.0901459
385,Toulon,France,43.125,5.930555556,Toulon,Q44160,NA,20000,catholic,612.0390876
386,Roermond,Netherlands,NA,NA,Roermond,Q9783,NA,NA,catholic,255.0703673
387,Malmedy,Belgium,50.41666667,6.016666667,Malmedy,Q159838,NA,NA,catholic,262.4894312
388,Luxembourg,Luxembourg,49.61055556,6.132777778,Luxembourg,Q1842,NA,NA,catholic,283.6563649
390,Thionville,France,49.35805556,6.168333333,Thionville,Q22640,NA,NA,catholic,292.4812103
391,Metz,France,49.11972222,6.176944444,Metz,Q22690,1675,28000,catholic,300.3089759
393,Nancy,France,48.69277778,6.183611111,Nancy,Q40898,1698,8000,catholic,315.9849574
397,Aix de Provence,France,43.52777778,5.445555556,Aix-en-Provence,Q47465,NA,28000,catholic,415.6414633
399,Montblank,France,43.39638889,3.367222222,Montblanc,Q639920,NA,NA,catholic,475.2365179
401,Cologne,Germany,50.94222222,6.957777778,Cologne,Q365,1670,37000,catholic,297.8050678
402,Bonn,Germany,50.73388889,7.099722222,Bonn,Q586,NA,NA,catholic,305.5980103
404,Monaco,Monaco,43.73333333,7.416666667,Monaco,Q235,NA,NA,catholic,609.9981613
405,Altorf,France,48.52222222,7.528333333,Altorf,Q22801,NA,NA,catholic,374.3785207
406,Brisac,Germany,48.02888889,7.58,Breisach,Q489911,NA,NA,catholic,393.3327509
409,Lahnstein,Germany,50.30111111,7.605555556,Lahnstein,Q569639,NA,NA,catholic,331.992387
410,Munster (Germany),Germany,51.9625,7.625555556,Münster,Q2742,1650,8000,catholic,328.9614472
411,Lingotto,Italy,45.0325,7.664444444,Lingotto,Q1478414,NA,NA,catholic,542.4739742
412,Turin,Italy,45.06666667,7.7,Turin,Q495,1631,40000,catholic,541.9059288
415,Bad Kreuznach,Germany,49.84694444,7.866944444,Bad Kreuznach,Q7047,NA,NA,catholic,351.3683417
421,Santhia,Italy,45.36666667,8.166666667,Santhià,Q25206,NA,NA,catholic,540.2778291
424,Maintz,Germany,50,8.266666667,Mainz,Q1720,NA,10000,catholic,365.9982266
425,Mainz,Germany,50,8.266666667,Mainz,Q1720,NA,NA,catholic,365.9982266
428,Frankenthal,Germany,49.53333333,8.35,Frankenthal,Q6905,NA,NA,catholic,378.7425636
430,Vercelli,Italy,45.31666667,8.416666667,Vercelli,Q5990,NA,NA,catholic,550.4358745
434,Limberg,Austria,46.74416667,15.23055556,Limberg bei Wies,Q176986,NA,NA,catholic,463.2873037
446,Vigevano,Italy,45.31666667,8.866666667,Vigevano,Q40832,NA,6000,catholic,564.9784633
448,Genoa,Italy,44.4108,8.9322,Republic of Genova,Q174306,NA,90000,catholic,615.2046643
455,"Cagliari, Sardinia",Italy,39.3010962,8.8079453,"Siliqua, Sardinia",Q285124,NA,NA,catholic,926.6141356
456,Pavia,Italy,45.18528056,9.155,Pavia,Q6259,NA,NA,catholic,580.9278565
458,Milan,Italy,45.46694444,9.19,Milan,Q490,1650,105000,catholic,568.1144368
460,Alsfeld,Germany,50.75111111,9.271111111,Alsfeld,Q488314,NA,NA,catholic,399.8600193
463,Novarino,Italy,44.89297,7.99603,Novarino,Q18503375,NA,NA,catholic,566.0450802
465,Chur,Switzerland,46.85212,9.52965,Chur,Q69007,NA,NA,catholic,516.7283388
466,Lohr am Main,Germany,49.99361111,9.578333333,Lohr am Main,Q504774,NA,NA,catholic,422.2641259
469,Fulda,Germany,50.55277778,9.6775,Fulda,Q3963,NA,NA,catholic,419.3092188
471,Piacenza,Italy,45.05,9.7,Piacenza,Q13329,1618,33038,catholic,606.1724541
473,La Spezia,Italy,44.10804444,9.828880556,La Spezia,Q8611,NA,NA,catholic,659.3524524
474,Cassellis,Italy,41.31236,14.40466,Casselli,Q18436516,NA,NA,catholic,585.7209877
475,Wirtzbourg,Germany,49.79444444,9.929444444,Würzburg,Q2999,NA,NA,catholic,441.4836152
479,Cremona,Italy,45.13333333,10.03333333,Cremona,Q6231,1686,23000,catholic,612.5678955
485,Livorno,Italy,43.55,10.31666667,Livorno,Q6761,NA,12000,catholic,704.4980915
486,Parma,Italy,44.80147222,10.328,Parma,Q2683,NA,NA,catholic,640.6918932
488,Porto Longone,Italy,42.76666667,10.4,Porto Azzurro,Q157837,NA,NA,catholic,749.7771129
489,Castelnovo,Italy,46.05,11.48333333,Castelnuovo,Q265003,NA,NA,catholic,661.265814
490,Lauingen,Germany,48.56666667,10.43333333,Lauingen,Q572921,NA,NA,catholic,491.267171
493,Sabionetta,Italy,44.99916667,10.48972222,Sabbioneta,Q43014,NA,NA,catholic,636.2077143
495,Lucca,Italy,43.85,10.51666667,Lucca,Q13373,1645,25000,catholic,695.4358954
496,Piombino,Italy,42.934824,10.52212,Piombino,Q157824,NA,NA,catholic,745.0940249
498,Castagneto Carducci,Italy,43.16666667,10.6,Castagneto Carducci,Q157745,NA,NA,catholic,734.8607249
501,Mantua,Italy,45.15638889,10.79111111,Mantua,Q6247,NA,NA,catholic,638.6000603
504,Modena,Italy,44.64582,10.92572,Modena,Q279,NA,NA,catholic,668.7913693
510,Orbetello,Italy,42.43944444,11.2125,Orbetello,Q214849,NA,NA,catholic,792.9946207
511,Florence,Italy,43.77138889,11.25416667,Florence,Q2044,1650,66000,catholic,722.9489134
512,Bologna,Italy,44.49388889,11.34277778,Bologna,Q1891,1680,65002,catholic,689.872314
513,Ingolstat,Germany,48.76361111,11.42611111,Ingolstadt,Q3004,NA,NA,catholic,527.9716306
515,Breganze,Italy,45.7,11.56666667,Breganze,Q46357,NA,NA,catholic,642.1559264
516,Munich,Germany,48.13719444,11.5755,Munich,Q1726,NA,NA,catholic,551.801494
517,Civita Vecchia,Croatia,43.18333333,16.58333333,"Stari Grad, Croatia",Q220383,NA,NA,catholic,829.6489195
518,Amberg,Germany,49.44444444,11.84833333,Amberg,Q7042,NA,NA,catholic,531.2053828
520,Padua,Italy,45.40638889,11.87777778,Padua,Q617,1648,32714,catholic,666.6733122
527,Cheb,Czech Republic,50.07975917,12.37399559,Cheb,Q193719,NA,NA,catholic,542.6885814
